match_id,league_id,home_team_id,away_team_id,match_date,home_goals,away_goals,status,home_avg_gf_5,home_avg_ga_5,home_pts_5,home_winrate_5,home_drawrate_5,away_avg_gf_5,away_avg_ga_5,away_pts_5,away_winrate_5,away_drawrate_5,home_win,diff_pts_5,diff_avg_gf_5,diff_avg_ga_5,diff_winrate_5,diff_drawrate_5
17449,26,866,868,2023-11-12 15:15:00,2,1,finished,2.2,1.2,23.0,0.7,0.2,0.6,1.2,9.0,0.2,0.3,1,14.0,1.6,0.0,0.49999999999999994,-0.09999999999999998
22491,31,992,980,2023-11-12 15:30:00,1,3,finished,1.8,1.7,15.0,0.4,0.3,1.7,1.4,13.0,0.4,0.1,0,2.0,0.10000000000000009,0.30000000000000004,0.0,0.19999999999999998
22492,31,978,984,2023-11-12 15:30:00,1,1,finished,2.2,2.1,10.0,0.3,0.1,1.1,1.8,8.0,0.2,0.2,0,2.0,1.1,0.30000000000000004,0.09999999999999998,-0.1
21552,30,961,959,2023-11-12 15:45:00,1,0,finished,3.5,0.9,25.0,0.8,0.1,2.6,0.5,26.0,0.8,0.2,1,-1.0,0.8999999999999999,0.4,0.0,-0.1
20629,29,939,942,2023-11-12 16:05:00,0,1,finished,1.1,1.4,9.0,0.1,0.6,0.8,1.9,4.0,0.0,0.4,0,5.0,0.30000000000000004,-0.5,0.1,0.19999999999999996
19701,28,902,918,2023-11-12 16:30:00,2,2,finished,1.6,2.0,10.0,0.3,0.1,1.5,0.9,17.0,0.4,0.5,0,-7.0,0.10000000000000009,1.1,-0.10000000000000003,-0.4
16303,25,842,827,2023-11-12 16:30:00,4,4,finished,1.6,1.1,14.0,0.4,0.2,2.5,0.8,24.0,0.8,0.0,0,-10.0,-0.8999999999999999,0.30000000000000004,-0.4,0.2
18582,27,892,887,2023-11-12 17:00:00,0,0,finished,1.2,1.1,16.0,0.5,0.1,2.0,1.2,16.0,0.5,0.1,0,0.0,-0.8,-0.09999999999999987,0.0,0.0
17450,26,853,864,2023-11-12 17:30:00,1,1,finished,1.6,1.4,11.0,0.2,0.5,1.4,1.4,16.0,0.4,0.4,0,-5.0,0.20000000000000018,0.0,-0.2,0.09999999999999998
22493,31,988,976,2023-11-12 18:00:00,0,1,finished,0.9,1.6,6.0,0.1,0.3,2.9,1.8,20.0,0.6,0.2,0,-14.0,-2.0,-0.19999999999999996,-0.5,0.09999999999999998
19702,28,909,907,2023-11-12 18:30:00,3,1,finished,2.5,0.9,20.0,0.6,0.2,1.3,1.9,14.0,0.4,0.2,1,6.0,1.2,-0.9999999999999999,0.19999999999999996,0.0
21553,30,950,958,2023-11-12 19:00:00,2,2,finished,0.9,1.9,8.0,0.2,0.2,1.4,1.6,11.0,0.2,0.5,0,-3.0,-0.4999999999999999,0.2999999999999998,0.0,-0.3
18583,27,883,879,2023-11-12 19:45:00,2,0,finished,2.5,0.6,25.0,0.8,0.1,1.6,1.5,15.0,0.4,0.3,1,10.0,0.8999999999999999,-0.9,0.4,-0.19999999999999998
20630,29,932,927,2023-11-12 19:45:00,1,0,finished,1.0,1.0,13.0,0.3,0.4,1.2,1.2,13.0,0.3,0.4,1,0.0,-0.19999999999999996,-0.19999999999999996,0.0,0.0
17451,26,869,863,2023-11-12 20:00:00,3,1,finished,2.3,1.0,22.0,0.7,0.1,1.5,1.9,9.0,0.2,0.3,1,13.0,0.7999999999999998,-0.8999999999999999,0.49999999999999994,-0.19999999999999998
22494,31,993,982,2023-11-12 20:30:00,2,1,finished,2.1,0.8,25.0,0.8,0.1,2.2,0.9,28.0,0.9,0.1,1,-3.0,-0.10000000000000009,-0.09999999999999998,-0.09999999999999998,0.0
19703,28,915,903,2023-11-24 19:30:00,0,1,finished,0.9,2.2,6.0,0.1,0.3,3.8,0.9,26.0,0.8,0.2,0,-20.0,-2.9,1.3000000000000003,-0.7000000000000001,0.09999999999999998
20631,29,929,938,2023-11-24 20:00:00,5,2,finished,2.8,0.8,25.0,0.8,0.1,1.8,1.2,18.0,0.5,0.3,1,7.0,0.9999999999999998,-0.3999999999999999,0.30000000000000004,-0.19999999999999998
